"Status","Pics","MLS #","Original Price","Price","Property Type","Structure Style","Address","Subdivsn or Commnty","Condo Complex","Condo Unit #","City","Area","BD","FB","HB","Lvg Area","ApxYrBlt","DOM","CDOM"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/367788/0/120/90/c7721e316055bd1e3c1f9c6d28465198/7/c150e18ebc61a87dec775958f97c19e4/367788-2674226a-4c4c-4dad-b1ac-cb7141d17450.JPG","367788","$675,000","$525,000","RD","Single Story","8799 W State Highway 180","Walter Trent",,,"Gulf Shores","Fort Morgan","1","1","0","1040","1950","125","125"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/375649/0/120/90/c5c87fa46bafdb04c8cc2aa6bb1e0b18/7/c62b56ede7724e44308c339ec953c399/375649-ebbb3ef3-f9f9-42d6-bd09-4c8aab5cd30d.JPG","375649","$499,000","$525,000","RD","Ranch","7051 Rocky Road Loop","Stonegate Estates",,,"Gulf Shores","Gulf Shores 2","5","2","0","2621","2013","11","11"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/367252/0/120/90/b9c8aa6393c10323908434c8922eb6ca/7/d1dadd973afd185eb51eca49b22bc846/367252-78d77e76-0525-4a32-9ae7-eba333b49750.JPG","367252","$619,900","$525,000","RD","Cottage","18436 Holt Lane","Gulf Woods",,,"Gulf Shores","Gulf Shores 1","4","3","0","2300","2024","69","126"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/372372/0/120/90/bce6fd29da03191b81442c63b617e758/7/c81348d5ef3f16e0cfdc3f465a3f49cd/372372-6ed3733e-6e5a-40a6-b3e0-35ee7e843036.JPG","372372","$751,000","$525,000","RD","Traditional","12 Lagoon Drive","The Peninsula",,,"Gulf Shores","Gulf Shores 1","4","3","0","2786","1996","245","245"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/351677/0/120/90/007299226c042f8d92c1cc67eb357517/8/7bbc7dce178d7b60d3c294f710d890f1/351677.JPG","351677","$539,000","$525,000","RD","Mediterranean","32 Marsh Point","The Peninsula",,,"Gulf Shores","Gulf Shores 1","3","2","0","1782","1999","150","150"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/387643/0/120/90/485b4ab2223dda68bd7649405e2ffcc4/7/96814beb40e0ff4ce697118dd06fe0ef/387643-2a5b17a1-92ea-47b6-9b06-5ca81c59e4cb.JPG","387643","$525,000","$525,000","RD","Cottage","18818 Sims Drive","River Manor",,,"Gulf Shores","Gulf Shores 2","4","3","0","2400","2005","0","0"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/358415/0/120/90/f233b579b6aebee8c8d5ccbebb0059d2/7/e32dc0cedcf519f3b8b3266aa1338134/358415-3414f2bd-2db6-46b6-ac65-f01950462dd0.JPG","358415","$529,000","$525,000","RD","Traditional","4260 Alton Street","Craft Farms North",,,"Gulf Shores","Gulf Shores 2","3","2","0","2357","2019","109","109"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384756/0/120/90/23b602098e23fb1c41884e66e3c75f19/7/ce754f8d5f4fd25e4713494078d7e671/384756-b74f8e39-1cf1-41c5-8f90-f2ec06d8a382.JPG","384756","$588,000","$525,000","RD","Craftsman","2526 Bienville Avenue","The Retreat At Bon Secour",,,"Gulf Shores","Gulf Shores 2","3","2","0","2123","2022","80","80"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/365386/0/120/90/5743ae381c89d313e8cb1d922a783cd7/7/bf8056d58a8ea229111e7982b136957e/365386-6bdcc160-dab6-4751-930e-663422c743f2.JPG","365386","$585,000","$525,000","RD","Traditional","123 Lagoon Drive","The Peninsula",,,"Gulf Shores","Gulf Shores 1","3","2","1","2183","2005","168","292"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/369430/0/120/90/1979f74f444b56e749376bcc39e60e7b/7/bd463893507430b4911ddfcc1a93376d/369430-07d03ce2-bcc5-47ea-974e-b26282fe3db7.JPG","369430","$539,900","$526,000","RD","Craftsman","433 Apollo Avenue","Aventura",,,"Gulf Shores","Gulf Shores 1","4","3","0","2666","2021","27","27"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/366900/0/120/90/738484cdbe5f42daeb8e2eb25620e236/7/4d4f677ea4baee920697dd61ba6203b0/366900-dc60d609-798d-4311-9900-aa1bd5f47ff7.JPG","366900","$599,000","$530,000","RD","Single Story","805 Wedgewood Drive","Island Wood",,,"Gulf Shores","Gulf Shores 1","4","2","1","2332","2017","164","277"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/377062/0/120/90/34adf08509c08c7201224004c5afdc6c/7/5c68777e6a0eaba2fa93c76e74b64a40/377062-06E24A44-BD4F-458D-9EC2-6CC1DE18C28A.JPG","377062","$589,000","$530,000","RD","Single Story","11 Baywalk Drive","The Peninsula",,,"Gulf Shores","Gulf Shores 1","4","3","1","2890","2003","145","252"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384632/0/120/90/caa2fe92c4e5c088162ebffded9d83be/7/4bdd6f95f6638aeedc718e2baaa5decf/384632-d5fdf559-d773-4b2d-9782-b5a77c796ea7.JPG","384632","$550,000","$531,250","RD","Traditional","1541 Knob Hill Drive","Knob Hill",,,"Gulf Shores","Gulf Shores 1","3","2","0","1775","1995","28","28"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384171/0/120/90/a95d17304d016789918f201b35949c19/7/f885a3e3bd82db58ef17dd2d68df251c/384171-7fee73c0-2fc9-4d3e-b815-4f8f345e1c16.JPG","384171","$532,400","$532,400","RD","Traditional","1317 Holland Street","Callaway North",,,"Gulf Shores","Gulf Shores 1","4","3","0","2296","2023","58","58"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/362437/0/120/90/418344e4786b6d80e041c6204729964b/7/819934b2fe416969c33c974dcbe38b1c/362437-d06bf5d1-e7c1-458b-b7a1-a0b9b9878370.JPG","362437","$679,900","$535,000","RD","Cottage","18412 Holt Lane","Gulf Woods",,,"Gulf Shores","Gulf Shores 1","4","3","0","2300","2024","280","280"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/364242/0/120/90/110116585160aa4fbe3b628b2db814a4/7/08b586bbd9a775f8ac396ebe0ee14cc3/364242-e5fbe06c-3b0d-416b-be74-3fc543eb815d.JPG","364242","$594,900","$535,000","RD","Raised Beach","433 Creekview Lane","None",,,"Gulf Shores","Gulf Shores 1","3","2","0","1300","1980","214","214"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/338785/0/120/90/e1539b7d9b4b674165af8f483097803a/8/57fb48f2cb0801a3a7bddd5fba2d1a92/338785.JPG","338785","$785,000","$535,000","RD","Contemporary","12 Bayside Court","The Peninsula",,,"Gulf Shores","Gulf Shores 1","3","2","1","2984","2001","651","967"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/364747/0/120/90/1cb26841c4cf96a1f73c6df3fd69824f/7/536c620dd920298458cf8207738287ef/364747-533258e8-aa1f-456b-8b00-877b6fce4da2.JPG","364747","$559,000","$535,000","RD","Craftsman","649 ST ANDREWS Drive","Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","2248","1993","87","87"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/357546/0/120/90/02a35b1dff0486d7c8f739e6339c2d31/7/450973b6c13b63a0702fdb61fb25029d/357546-a7dd13d6-4fc2-4ce6-b92c-b907af784199.JPG","357546","$539,900","$535,900","RD","Contemporary","4236 Alton Street","Craft Farms North",,,"Gulf Shores","Gulf Shores 2","3","2","0","2357","2020","6","6"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/357673/0/120/90/b96ffa7e41a564ec074e211f30cad926/7/5609315c33e04cee6f24773d41227ee3/357673-d14bcf80-ce24-479b-9330-aeebd8096d9e.JPG","357673","$548,500","$538,000","RD","Cottage","1989 Middle Brigadooon Trace","Middle Brigadoon",,,"Gulf Shores","Gulf Shores 1","3","2","0","1980","2023","14","49"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/355534/0/120/90/2d62e26ff850f290b8223511de595250/7/2866ef76825421c57048fbad023a83fb/355534-b4ce0360-4e71-42f5-88dc-d5fd5e12f36d.JPG","355534","$539,000","$539,000","RD","Craftsman","7175 Lake View Drive","Savannah Point",,,"Gulf Shores","Gulf Shores 2","4","2","1","2380","2024","128","128"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/370627/0/120/90/ad648c71419a4a3af5776eafc14e89b1/7/42c77f03b5bad5fa0ceaebd92a058814/370627-5c9eb17d-8d11-44ff-81e5-632c618ea8f2.JPG","370627","$559,000","$540,000","RD","Cottage","2708 Arcadia Street","The Retreat At Bon Secour",,,"Gulf Shores","Gulf Shores 2","3","2","1","2034","2020","171","171"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/366264/0/120/90/0a419f95b400987a1f8955933acc79cf/7/5c72cd35ef6ff69c282198fbabf18205/366264-228a2994-ead7-4871-8534-6433e9b4d5ec.JPG","366264","$590,000","$540,000","RD","Traditional","4608 Coral Circle","Perry's Landing",,,"Gulf Shores","Gulf Shores 2","3","2","0","1898","2005","20","20"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/360566/0/120/90/d02925efb12e6286d98479eb0cf08368/7/04e1af96964fc2c3a4fb27ad5ae7f0be/360566-b98eef33-f506-4d56-804c-57d9e11036fc.JPG","360566","$699,000","$540,000","RD","Raised Beach","6095 Sawgrass Circle","Morgantown",,,"Gulf Shores","Fort Morgan","3","2","1","1792","2002","258","258"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384902/0/120/90/e8f8d3ad09980a241c5718cf4941b69f/7/849291fd1d43c56519b3558b2d81ea87/384902-f36c626b-5c6d-4723-9fd1-be7574a3248d.JPG","384902","$559,000","$540,000","RD","Craftsman","377 Apollo Avenue","Aventura",,,"Gulf Shores","Gulf Shores 2","4","3","1","2788","2020","111","111"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/360754/0/120/90/9a69a045d67979a411eab1b31cf6fa07/7/f51546287d893773b981928664c6ebae/360754-9df8c502-9f73-40d9-b51d-ef17e11bf585.JPG","360754","$568,000","$540,000","RD","Raised Beach","8823 Bluefish Drive","Cabana Beach",,,"Gulf Shores","Fort Morgan","2","2","0","1001","1987","4","4"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/367819/0/120/90/38404258a4efe8ce7e6cf06b731a3c08/7/c1024061fd628571fd729ce27b909eef/367819-603e2627-bccd-4c48-98f3-445f4d17d64f.JPG","367819","$599,000","$540,000","RD","Raised Beach","1281 W Lagoon Avenue","Carl T Martin",,,"Gulf Shores","Gulf Shores 1","3","2","0","1288","1989","16","16"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/374311/0/120/90/889d9a02253a45c9fd9ed3ea2ab773a3/7/461dc1a5c27446a143761bbcfa57cbe9/374311-292817ce-38fe-4ebc-af47-2d383dc6739c.JPG","374311","$585,000","$540,000","RD","Cottage","460 Buchanan Court","Fort Morgan",,,"Gulf Shores","Fort Morgan","2","1","1","1047","1987","48","48"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/353430/0/120/90/c335794eba4ffee817415c0dea5047c6/7/3faa0a42b23b79697b99a2bf16c40b72/353430.JPG","353430","$569,900","$540,000","RD","Craftsman","3768 Stafford Boulevard","Aventura",,,"Gulf Shores","Gulf Shores 2","4","3","1","2690","2023","135","135"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/375218/0/120/90/0209e0483f9dedbe2bd361ad7a6b36c7/7/d610948b8fca4ba3926c2dd85d45d5cb/375218-6b192406-9621-4cb4-b47c-91af20f60d25.JPG","375218","$560,000","$542,000","RD","Cottage","2620 Chastain Street","The Retreat At Bon Secour",,,"Gulf Shores","Gulf Shores 2","3","2","1","1995","2022","13","13"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/389271/0/120/90/df820e91749108a86c06653e8b6e2121/7/a4b3a2600d13728f930db03d10333777/389271-92090e58-3e43-4a71-9cd1-6693d096bc9b.JPG","389271","$559,000","$543,000","RD","Craftsman","3851 Mercury Circle","Aventura",,,"Gulf Shores","Gulf Shores 2","4","3","1","2785","2022","29","29"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384451/0/120/90/269aece5d117621d1af34d7b8b28a8a1/7/4fa341d8b3c77c44beadbc320c4b5c05/384451-d3c9c173-144d-44bf-b924-6da2a636710a.JPG","384451","$589,000","$545,000","RD","Ranch","615 Shepard Street","Aventura",,,"Gulf Shores","Gulf Shores 2","4","3","1","2785","2024","27","27"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/386170/0/120/90/37c7573838b46884365b4f6ef12abc77/7/7b0f61bb252c03afd6edbfbdd850fc62/386170-86f84b0a-5813-4c17-a8cf-04f64f16c977.JPG","386170","$579,900","$545,000","RD","Ranch","4160 Inverness Circle","Craft Farms North",,,"Gulf Shores","Gulf Shores 2","3","2","0","2357","2019","98","98"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/362825/0/120/90/e4ea9f42377c5a166eed5c37d23763cf/7/ba53ddb3baadca0a5b6769ae12e1ff7d/362825-d3f6c629-627b-491f-b165-feeb06b54453.JPG","362825","$545,000","$545,000","RD","Craftsman","1302 Holland Street","Callaway North",,,"Gulf Shores","Gulf Shores 1","4","3","1","2785","2023","21","21"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/373859/0/120/90/867ca06aeb4bbc876b6a4d2c3f58153f/7/075ee621df22c9728f0d8752829a31e8/373859-87a1fbd9-4f05-4381-b917-f7ab0f072a1f.JPG","373859","$619,500","$545,500","RD","Craftsman","1286 Mako Loop","Waterside Resort",,,"Gulf Shores","Gulf Shores 1","4","3","1","2257","2021","260","260"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/378099/0/120/90/18f0a3773602d64c533f5da535d990fa/7/eacd80bbd856dbc9672edd3e1029f6fc/378099-5777880e-a80f-4186-b55f-5066b4eda9c8.JPG","378099","$550,000","$548,000","RD","Traditional","1934 Hogan Drive","Island Wood",,,"Gulf Shores","Gulf Shores 1","4","2","1","2306","2018","4","133"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/372302/0/120/90/45263ebac0fbaef7042e8cd8a5800888/7/164efb80fc6f3cb40dd64c283fc3b50f/372302-59686f1d-2388-4cbf-9182-831cc3426432.JPG","372302","$548,000","$548,000","RD","Traditional","3939 Stafford Boulevard","Aventura",,,"Gulf Shores","Gulf Shores 2","4","3","1","2785","2022","20","20"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/357684/0/120/90/dc101c922b5547508fc24d1c1127f1d8/7/8ef64b0762d9dbb655636e5ed58cb4b3/357684-877e39cc-af8b-4a44-8ee0-7c04df305405.JPG","357684","$548,500","$548,500","RD","Cottage","1977 Middle Brigadoon Trail","Middle Brigadoon",,,"Gulf Shores","Gulf Shores 1","3","2","0","1980","2023","63","98"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/380699/0/120/90/f39dcff6d3715e3ea503650f7cfb9a43/7/811c7ba7fdd57f099b895f18d627a1b5/380699-2c1aff12-a461-459b-9189-b4c53d447219.JPG","380699","$557,700","$549,000","RD","Traditional","7022 Rocky Road Loop","Stonegate Estates",,,"Gulf Shores","Gulf Shores 2","4","2","1","2332","2017","9","9"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/383881/0/120/90/33e863e313359809f285fcd61b9b250c/7/aaeec30c5455dc3e2d5fe19a896424e4/383881-d6f88f6f-a233-4339-b3e8-053130466a49.JPG","383881","$549,750","$549,750","RD","Raised Beach","16605 Brigadoon Trail","Middle Brigadoon",,,"Gulf Shores","Gulf Shores 1","3","2","0","1350","2025","161","272"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/362787/0/120/90/3e369ca85462d2d3f08aadb45bebdc45/7/2571fd340ac3e1cb8fce813b2764bff7/362787-890ab782-4e7d-44c6-ade3-b7e39415ca5e.JPG","362787","$640,000","$550,000","RD","Raised Beach","224 W 4th Avenue","None",,,"Gulf Shores","Gulf Shores 1","3","2","0","1632","1996","267","267"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/357735/0/120/90/36925aea89bea9821d2ada7af4fef0ea/7/37bc5ffedfe342c98b3010fac5c77c95/357735-f1fb1aea-0d9c-4c8c-a2fe-72dfe8f05d73.JPG","357735","$590,000","$550,000","RD","Craftsman","2118 Hogan Drive","Island Wood",,,"Gulf Shores","Gulf Shores 1","5","3","0","2510","2019","220","220"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/380716/0/120/90/b92d3a9e411240493716315e5b77b8a3/7/c96d0da033fc052d056557bd8765797c/380716-124128c4-2d80-4356-92b5-265e995197b1.JPG","380716","$575,000","$550,000","RD","Single Story","639 Glen Eagles Avenue","Glen Eagles",,,"Gulf Shores","Gulf Shores 1","3","2","0","2047","1992","3","3"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/367695/0/120/90/87c00f338cff2e00d2de49c40c842e86/7/a54b4855dd5a8de27043e6d87bf8fc34/367695-3ab7f5dc-05b5-4f7f-9c5d-c2e15d3a13e3.JPG","367695","$624,500","$550,000","RD","Craftsman","1296 Mako Loop","Waterside Resort",,,"Gulf Shores","Gulf Shores 1","4","3","1","2277","2021","446","446"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/380907/0/120/90/6949e710e99106428eb0c6e4b744e526/7/f92547797bd2128e4ae8a81e57c5d355/380907-a0f7e243-13b0-4990-9aa4-3a5ad24b6000.JPG","380907","$574,900","$550,000","RD","Craftsman","1273 Dorado Way","The Colony at Fort Morgan",,,"Gulf Shores","Gulf Shores 1","3","2","0","2125","2017","136","136"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/389172/0/120/90/48f4dfa718feb84bac75a69e9d837bc2/7/09809126110588adc333c9c0f64b8a0b/389172-e7430614-a39b-4ae3-84d6-f4bff2a8547e.JPG","389172","$630,000","$550,000","RD","Cottage","1349 W Fairway Drive","Gulf Shores Golf Club Estates",,,"Gulf Shores","Gulf Shores 1","4","3","1","3234","1989","71","71"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/364154/0/120/90/83e0a873c9434e600c12ebb5701c0e68/7/46edec1820ebce77bd4576979b5d8341/364154-ad124df5-5193-4511-8922-a0d1951635bc.JPG","364154","$565,000","$550,000","RD","Craftsman","4216 Inverness Circle","Craft Farms North",,,"Gulf Shores","Gulf Shores 2","4","2","1","2347","2020","27","27"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/373158/0/120/90/0b86cc846202e25ec6ffaf24f4bc34ed/7/1132a113e072740df0822aeb93b4e384/373158-dd9baedc-baa5-4ae8-ae50-faeb872eba04.JPG","373158","$599,000","$550,000","RD","Traditional","1261 Holland Street","Callaway North",,,"Gulf Shores","Gulf Shores 1","4","3","1","2785","2023","38","38"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/373917/0/120/90/bea26080c876c0fab9b16b12e59c69d8/7/f4da3d6b05c84170381b242749c96e76/373917-057be3d5-b28e-4b79-8d8d-25cde03d10b6.JPG","373917","$675,000","$550,000","RD","Raised Beach","16352 Brigadoon Trail","Brigadoon",,,"Gulf Shores","Gulf Shores 1","2","1","1","988","1987","123","221"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/372296/0/120/90/4b255fcb0b759d793b60bf7779b77a31/7/5295116acc62b71f18258c263b39d9de/372296-722F0845-E464-4FBD-93AC-7625477473D2.JPG","372296","$579,000","$550,000","RD","Contemporary","627 Glen Eagles Avenue","Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","2826","1996","40","265"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/359258/0/120/90/437a3d341040e9a65af1ef4d26b2feaf/7/134b1de961fa41bb3b476af047de0a31/359258-0f086afe-8912-447a-9d1f-a32f46aaeccb.JPG","359258","$585,000","$550,000","RD","Traditional","632 Wedgewood Drive","East Bear Creek",,,"Gulf Shores","Gulf Shores 1","4","3","0","2995","1987","40","40"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/354382/0/120/90/eab4b68f41f7f3a85248991a5dc61905/8/b748711498850563c5a509f2d2330f57/354382.JPG","354382","$750,000","$550,000","RD","Raised Beach","176 W 8th Avenue","Gulf Woods",,,"Gulf Shores","Gulf Shores 1","3","2","0","1680","1996","210","210"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/368903/0/120/90/a1219f72bcbc62afe3accc6b55345a44/7/56cdd752fdf5ea8e92b52a6f757fce31/368903-745bdfc2-6c62-490f-897a-62873ecd977a.JPG","368903","$629,000","$550,000","RD","Single Story","528 Retreat Lane","The Peninsula",,,"Gulf Shores","Gulf Shores 1","3","3","0","2460","2005","138","470"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384115/0/120/90/c813ae942780cec22e56db52c86b3834/7/1e955289d5fbe82adc0340f7ad69edce/384115-487499de-b596-447a-bbf7-2c31ad111dbd.JPG","384115","$559,000","$551,000","RD","Craftsman","638 Royal Troon Circle","Craft Farms North",,,"Gulf Shores","Gulf Shores 2","3","2","0","2200","2009","8","8"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/370061/0/120/90/154232743c959ed3b9dd1e45ae44c531/7/cee85e6c9340e4a187f815beba530f77/370061-7b459c87-f153-4fbb-badf-bf41e43516ea.JPG","370061","$629,900","$552,000","RD","Craftsman","3768 Stafford Boulevard","Aventura",,,"Gulf Shores","Gulf Shores 1","4","3","1","2690","2023","203","203"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/376618/0/120/90/5d86b916226f8ac6f7992ac979266653/7/22e3e63d2550a59c9bfd67cbbe1cb75d/376618-673dbcaf-51db-4860-9839-f6afb1a80d2f.JPG","376618","$605,000","$555,000","RD","Cottage","2515 Bienville Avenue","The Retreat At Bon Secour",,,"Gulf Shores","Gulf Shores 2","3","2","0","1806","2024","57","155"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/358779/0/120/90/46b51bb04050ab1f293457b4d510ca42/7/ed0b8dbdbbf3ad7e7c3c225e5412f831/358779-f8674314-4b7e-4fb1-ba0f-6b243406dc3b.JPG","358779","$569,900","$555,000","RD","Single Story","616 Saint Andrews Drive","Craft Farms",,,"Gulf Shores","Gulf Shores 1","3","2","0","2000","2023","69","69"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/362484/0/120/90/9b01791011f79f7889d02c94f2f3a7dc/7/440465a1f90306025b3f9dd913921ac8/362484-45816d16-4b17-4b0a-b821-3e0aff0faaad.JPG","362484","$559,000","$555,000","RD","Raised Beach","329 W 1st Avenue","Not Applicable",,,"Gulf Shores","Gulf Shores 1","3","2","0","1114","1958","19","19"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/365542/0/120/90/fde28c4b8bba7505b3202a2891a7fbd5/7/e379b0aa2b484d4eb1fc49174f504949/365542-26e6922d-ffc6-47c9-bc55-6d9fb134c5d4.JPG","365542","$558,000","$558,000","RD","Ranch","1413 E Fairway Drive","Gulf Shores Golf Club Estates",,,"Gulf Shores","Gulf Shores 1","3","2","1","2446","1986","24","24"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/375087/0/120/90/d1f37772e8a53e929b655f6025e68848/7/d3157e55dd98f78f9ea64a3dbe4dacf8/375087-8CFF154F-A69D-4737-8107-52CFD1AC26EC.JPG","375087","$614,900","$558,000","RD","Craftsman","1465 Sandpiper Lane","Carl T Martin",,,"Gulf Shores","Gulf Shores 1","3","2","0","1146","2004","82","82"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/355594/0/120/90/5b1c265403c571919c98f849dd80ccf7/7/0a270eda1366fca9eb6ebced0a0b6876/355594-306bc46b-12e3-4ce8-9705-ac38fcea984e.JPG","355594","$564,900","$558,100","RD","Craftsman","3750 Stafford Boulevard","Aventura",,,"Gulf Shores","Gulf Shores 2","4","3","0","2527","2024","83","83"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/355575/0/120/90/b4fa81016899bb31d08f3a2e466dda61/7/7044fda8cd6d06f69bc0b56a0fcdb1bc/355575.JPG","355575","$565,000","$559,900","RD","Cottage","1249 Dorado Way","The Colony at Fort Morgan",,,"Gulf Shores","Gulf Shores 1","3","3","0","2096","2023","130","130"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/385299/0/120/90/51f63fa49fae4491f246d38f1081f1d3/7/b192539206ef4015ca13eac0dff6919b/385299-b0a059e6-17e7-4b65-a8b1-51c2e9e4b373.JPG","385299","$560,000","$560,000","RD","Ranch","3762 Stafford Boulevard","Aventura",,,"Gulf Shores","Gulf Shores 2","4","3","0","2601","2023","0","0"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384909/0/120/90/b2226be759f534791a02fba074c22e98/7/a6843b75bb8d81ce7e75ce3c07f74c30/384909-e6fecc23-84de-45c5-9916-4ab96be372f3.JPG","384909","$599,000","$560,000","RD","Raised Beach","435 E 2nd Avenue","Eastside Cottages",,"F","Gulf Shores","Gulf Shores 1","2","3","0","1368","2018","82","82"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/379935/0/120/90/e2d42a40b51b38c3b380c37e3d12585c/7/23415771eb990ffc5ee71092814be1f6/379935-323295d1-ef90-4d25-8169-87b8e9bff043.JPG","379935","$575,000","$560,000","RD","Traditional","633 Glen Eagles Avenue","Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","1","2306","1997","3","235"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/367947/0/120/90/36148fc370da8089ed6c2bb197520df0/7/5c73b1b32aeff373fe09d7d884e38318/367947-79bd447c-9027-41da-8aeb-e4956ede9230.JPG","367947","$625,000","$560,760","RD","Contemporary","133 Lagoon Drive","The Peninsula",,,"Gulf Shores","Gulf Shores 1","3","2","0","2248","2003","202","202"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/365833/0/120/90/3adceb1f9b90b467c92a21d833ceddda/7/825d987b51eeb7a62811a066128bab10/365833-db264637-a1c7-4f91-937e-6345adcd85ef.JPG","365833","$562,000","$562,000","RD","Craftsman","3920 Mercury Circle","Aventura",,,"Gulf Shores","Gulf Shores 1","5","3","0","3100","2021","0","98"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/348694/0/120/90/a8fcf5d9fd1143edc635cd3e36c48a6a/7/9f3d64b9ad4b835b40df961cd5899c10/348694.JPG","348694","$565,123","$562,225","RD","Craftsman","3812 Stafford Boulevard","Aventura",,,"Gulf Shores","Gulf Shores 2","4","3","1","2690","2024","228","279"
