"Status","Pics","MLS #","Original Price","Price","Property Type","Structure Style","Address","Subdivsn or Commnty","Condo Complex","Condo Unit #","City","Area","BD","FB","HB","Lvg Area","ApxYrBlt","DOM","CDOM"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/378886/0/120/90/54bd73d98f7d39241834d0d7e0a4e2ef/7/fe6a5e90dfa5efb8ec5d6ab0729c99ab/378886-29c5db43-3681-4649-8b9c-0cbf631dd4f9.JPG","378886","$890,000","$865,000","RD","Raised Beach","1592 W Beach Boulevard","West Side Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1800","2019","73","73"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/361829/0/120/90/3c01e25555a58ba2642e02313418c088/7/2a00e510839a736ce1f020741dcbded2/361829.JPG","361829","$879,900","$865,000","RD","Raised Beach","1592 W Beach Boulevard","West Side Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1800","2019","228","228"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/347729/0/120/90/8ec216dd0783ae9b291425c9d34076ae/7/e32a6123e4dc33c6ad8b3a21d108078b/347729-45e47974-97c3-4dc1-a099-5217b2d01cd0.JPG","347729","$899,000","$870,000","RD","Cottage","119 E J Circle","East Fifteen Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1890","2023","575","575"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/364987/0/120/90/14e71ecc4df70b29dd3e3c77a4616323/7/ab17c3494a8801720a1168f6a21fa466/364987-6d525303-e038-4e7b-83e9-6a5113f785d8.JPG","364987","$871,228","$871,228","RD","Craftsman","119 Lagoon Drive","The Peninsula",,,"Gulf Shores","Gulf Shores 1","3","2","0","2452","2024","0","0"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/385436/0/120/90/0def6cd4f157bffb9748a379dd782bf1/7/84cde18086ba253edfe50c75ec1715cc/385436-fa5fb85a-efd1-4dd7-a91f-1ab80eb3f87f.JPG","385436","$895,000","$875,000","RD","Raised Beach","8999 State Highway 180","Fort Morgan",,,"Gulf Shores","Fort Morgan","4","4","0","1720","1991","47","47"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/366181/0/120/90/2b7f22de930e73e7f77842646f8b2707/7/3e3c58e9f0794571f0e0532c46305fb9/366181-3a5220f0-e790-40c2-947a-658020c87165.JPG","366181","$929,000","$875,000","RD","Mediterranean","302 Cypress Lake Drive","Craft Farms",,,"Gulf Shores","Gulf Shores 2","4","3","1","3750","2005","29","29"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/380183/0/120/90/059b01b8ee7186ced6496996a7f35a44/7/26572a1ad3064b7f742d1a46889d8fbd/380183-bf395c73-190f-444e-98c5-9497d897674c.JPG","380183","$899,900","$875,000","RD","Other-See Remarks","312 Peninsula Boulevard","The Peninsula",,,"Gulf Shores","Gulf Shores 1","4","3","1","3115","2004","45","45"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384342/0/120/90/48d2c2cc5d90824fcaec852a50f748b4/7/d8e2965de253f12508328adfb2cd6463/384342-7C60DE0F-84CC-4EE5-80E7-E83DB379ECCC.JPG","384342","$1,080,000","$875,000","RD","Cottage","777 Kingston Lane","The Beach Club Cottages",,,"Gulf Shores","Fort Morgan","4","4","0","2151","2024","184","1044"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/363995/0/120/90/0e0492a31e549ec15335a916f3c2dd98/7/c7d20c9e6088fb643aa939de357b0176/363995-76d5f5b4-1965-4f18-8a49-a4a309272e17.JPG","363995","$999,900","$875,000","RD","Cottage","8840 Dolphin Lane","Cabana Beach",,,"Gulf Shores","Fort Morgan","3","3","0","1570","2001","251","251"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/375663/0/120/90/a6440ebd4569b2acb663a61ee75b4823/7/3d63bd879482ba3e5e138373e73bfe63/375663.JPG","375663","$875,000","$875,000","RD","Cottage","1592 W Beach Boulevard","West Side Cottages",,"C","Gulf Shores","Gulf Shores 1","4","4","0","1800","2019","0","0"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/365020/0/120/90/1a138a6599f2ccce4aab6f5c1b214450/7/6dce1a8abff1efab416f126c6ed53a2b/365020-9d204329-788b-4da4-b7f4-1de37b4c170b.JPG","365020","$879,000","$879,000","RD","Cottage","4059 Muirfield Court","Craft Farms North",,,"Gulf Shores","Gulf Shores 2","3","3","0","2851","2020","2","2"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/375068/0/120/90/35729f3caee618b6008234b0bf275f3e/7/3469c685cd1e379fb6f92ea9bb6c58cb/375068-f9c15d62-0a4d-436c-81ae-7d207ad4a043.JPG","375068","$879,000","$879,000","RD","Mediterranean","641 Estates Drive","The Estates for Craft Farms",,,"Gulf Shores","Gulf Shores 2","4","3","1","4457","2004","7","7"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/373808/0/120/90/6e5f0edf15feb38821eaed93a901d5a9/7/28028e6adfd6869970f65631cf359d4c/373808-2ab4cfce-fbd0-453a-a93c-ff970ec0cea1.JPG","373808","$989,000","$880,000","RD","Raised Beach","15672 State Highway 180","Gulf Woods",,,"Gulf Shores","Gulf Shores 1","3","2","0","1912","1994","25","25"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/373360/0/120/90/2f7f373f657334b77cea2873f47c0b2a/7/3ef5f533628273f1e7822708535f6ecc/373360-2648dec0-c46c-426b-aa29-e841ed340a0e.JPG","373360","$874,900","$881,000","RD","Contemporary","115 W 10th Street","Lost Dunes Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1984","2022","16","366"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/359640/0/120/90/02bd20ba6bc422f55dab890c0def1a2a/7/3998e1270d5677c332af025f8b22c1ea/359640-2411b1ef-9df0-48cb-bbce-99aa64a34aa7.JPG","359640","$950,000","$885,000","RD","Cottage","453 E 2nd Avenue","Gulf View",,,"Gulf Shores","Gulf Shores 1","5","3","0","2000","2004","54","307"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/376259/0/120/90/ced4ae216846cc93ebbee4e6c81934fa/7/6ae38d656a901059e268e1110c86bacd/376259-e4301e3a-1f9a-45da-aa97-abf91bb5197b.JPG","376259","$885,000","$885,000","RD","Cottage","115 W 10th Street","Lost Dunes Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1800","2022","0","0"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/376428/0/120/90/957360e9690b19705866322f81396537/7/afe8f30f4254c1883a3c1fcbc1cae7c5/376428-62e1d453-6624-42ed-aa09-6fea01c3c34b.JPG","376428","$925,000","$890,000","RD","Cottage","18549 Treasure Oaks Road","Martyn Woods",,,"Gulf Shores","Gulf Shores 2","4","3","1","2910","2016","18","18"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/377733/0/120/90/9f55f1079595c0e78b048ecc22f37218/7/cb4e9e3fe9b6ce5c86cbad29a7aa6f68/377733-95F5800B-39AC-4AF6-BC84-5C4D539F15C9.JPG","377733","$796,000","$890,000","RD","Contemporary","2880 Straits Boulevard","Waterways",,,"Gulf Shores","Gulf Shores 2","3","2","1","2290","2024","184","184"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/370012/0/120/90/b26a5de8d1c1aec2dec2bb5235e8ef41/7/8554a94b5c2c71ef8d01fd5dc87f984a/370012-a364eb95-8f47-4fab-9689-d24d7f1d0c1a.JPG","370012","$995,000","$895,000","RD","Mediterranean","9351 Savane Park","Martinique on the Gulf",,,"Gulf Shores","Fort Morgan","3","3","1","2752","2001","311","311"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/351411/0/120/90/b0329767bc672ee917703a959cdb0551/8/97bd162c6da7a04429a167ca7d3542bc/351411.JPG","351411","$919,000","$896,000","RD","Cottage","44 Bayside Court","The Peninsula",,,"Gulf Shores","Gulf Shores 1","4","3","1","3132","1996","194","194"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/363831/0/120/90/acb47f91d7e66b2b735b02726c6947bd/7/2aed47881775dc9edd4b9c397f9c917d/363831.JPG","363831","$896,000","$896,000","RD","Contemporary","829 Inlet Circle","Waterways",,,"Gulf Shores","Gulf Shores 2","3","2","1","2354","2024","116","116"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/375242/0/120/90/0e83442f7105892bc6548b49a5c6b1e1/7/85f44cc95c40894fac07ba23cfe9cb7d/375242-29CE9723-52A1-485C-A429-D3622E3E2BAB.JPG","375242","$899,000","$899,000","RD","Cottage","107 E J Circle","East Fifteen Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1822","2023","141","883"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/342637/0/120/90/73c9694e23af67765c615b725ae9b3e8/7/b433ef29054d114d4d697873391fe1f8/342637-5065ff5e-80da-4cc7-904a-a2f2c4053375.JPG","342637","$965,000","$899,000","RD","Cottage","191 E J Circle","East Fifteen Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1890","2023","392","392"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/347731/0/120/90/935f7fa4022389c00e269b4b4e5a94a1/7/c4c264e3fed879866a284cf58e73a1cb/347731-c74eade2-39cd-49d1-a86e-8690db92e23f.JPG","347731","$899,000","$899,000","RD","Cottage","155 E J Circle","East Fifteen Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1760","2023","415","415"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/347772/0/120/90/c24a23e5d68abd1eb80ee07f0ff2fc9f/7/670b1a6c33413fdb0d9ba3c412dc68d1/347772-1e9b7ad9-d755-4d4a-aeb9-982cf62d05c3.JPG","347772","$899,000","$899,000","RD","Cottage","125 E J Circle","East Fifteen Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1890","2023","324","324"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/347777/0/120/90/5258ee9564c544a57da4a6d8d5d7f3d8/7/24e2a382e69e6d8f012d20349d27ec6d/347777-1618023c-27a9-4abc-8ff3-dd2d67ad6daa.JPG","347777","$899,000","$899,000","RD","Cottage","185 E J Circle","East Fifteen Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1890","2023","679","679"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/347785/0/120/90/ec9b71a5867ba6db677bc4c5049425ac/7/baba420514d88116c6253abadf0ee941/347785-9b7591b3-bb29-464a-8f1f-3c5a4803ef7e.JPG","347785","$899,000","$899,000","RD","Cottage","167 E J Circle","East Fifteen Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1760","2023","392","392"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/391033/0/120/90/9e10291cf9440e9316e9418b5517ecfa/7/3214270ca294da9ea6b7d084806d7d79/391033-cbe82ec6-42fe-4d68-babe-1131d54652f3.JPG","391033","$919,000","$900,000","RD","Contemporary","2820 Straits Boulevard","Waterways",,,"Gulf Shores","Gulf Shores 1","3","3","1","2587","2024","33","225"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/373234/0/120/90/4cacab71c31edc5b9cdd88ef8f26739f/7/a0a63d2b97e46ac33878a3ebb8dec1f4/373234-5f2e2833-464d-48a6-9453-13d4f18de55f.JPG","373234","$949,000","$900,000","RD","Traditional","18360 Treasure Oaks Road","Martyn Woods",,,"Gulf Shores","Gulf Shores 2","4","3","1","3076","2015","178","178"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/385101/0/120/90/1c93187b73f0837964e3c6f81c495fbb/7/936923e6bf6eadfeaa8da08950609094/385101-0d6a8587-eefd-46f8-98ba-7c8f34e7e7c7.JPG","385101","$930,000","$900,000","RD","Ranch","3665 Prestwick Circle","Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","3","0","2800","2016","44","44"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/367125/0/120/90/3f084784cd4dde79e78c0d88afb225de/7/4f67479156fa377bd6f7f27d95cc3136/367125-F12BCF2F-0CBB-4142-BF75-8C04F807D855.JPG","367125","$975,000","$900,000","RD","Raised Beach","1764 Laguna Court","Laguna Dunes",,,"Gulf Shores","Gulf Shores 1","6","4","0","2695","2023","10","167"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384340/0/120/90/da2b8768c9f53dd4ea7aad6b0037311e/7/d4d283fb600f064d463a4e64438c9287/384340-8335F660-FE04-4F9D-81ED-68470A94B486.JPG","384340","$1,080,000","$902,062","RD","Cottage","801 Kingston Lane","The Beach Club Cottages",,,"Gulf Shores","Fort Morgan","4","4","0","2151","2024","184","354"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/372989/0/120/90/50d5fb6197efb2afc20a91843e3fa1c4/7/c7b2b99fbf248465344d140857426159/372989-34954ebf-2aeb-436f-84b6-edf38a3942f4.JPG","372989","$925,000","$910,000","RD","Craftsman","51 Haven Drive","The Peninsula",,,"Gulf Shores","Gulf Shores 1","5","4","0","3512","2022","3","130"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/385546/0/120/90/dd3460b45405b9cacd4d40f2ce68e307/7/de214297689e1cc5170757c2657f9145/385546-1e8df46b-bc9b-4024-bda5-b312f27ba9d1.JPG","385546","$924,000","$910,000","RD","Raised Beach","18818 James Road","Krump Landing",,,"Gulf Shores","Gulf Shores 2","3","3","1","3006","2017","180","180"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/373643/0/120/90/e25c4f280e6f48151ecff87c79275bba/7/98b3964cb5bf5796cd130f9eaa96b321/373643-3DDE97B7-FBD9-4A1F-9BB8-317523A869BA.JPG","373643","$1,200,000","$910,000","RD","Mediterranean","2465 Ponce De Leon Court","Heritage Shores",,,"Gulf Shores","Fort Morgan","4","4","1","2832","1996","237","489"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384674/0/120/90/9a21e3833761e80dde63fb6e7f8af5fe/7/7a11f1f1b9422849af1511c34e3b8f13/384674-2b6f1902-a82c-4484-b50e-64b428904ead.JPG","384674","$1,299,000","$910,000","RD","Raised Beach","1240 W Beach Boulevard","Carl T Martin",,,"Gulf Shores","Gulf Shores 1","6","6","0","3000","1998","219","219"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/357305/0/120/90/c7bf5cae8275d77eda46ee427e4ac943/7/a1e6d914029f6c3188e73e056aa64e0e/357305-55a07d94-3b20-4113-b3c9-7620fa6a548f.JPG","357305","$950,000","$915,000","RD","Raised Beach","334 E Buchanan Court","Buchanan Court",,,"Gulf Shores","Fort Morgan","3","3","0","1152","1985","97","97"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/389909/0/120/90/56594c7d3b4bc7cb9ec57af5b42543ee/7/fa6924a920e3664ca59be7206f9e05dc/389909-0c5a688f-c535-4591-868d-70f198d3ed92.JPG","389909","$975,000","$915,000","RD","Raised Beach","6764 Driftwood Drive","Surfside Shores",,,"Gulf Shores","Fort Morgan","4","3","0","2252","2022","19","19"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/382383/0/120/90/87bed617f8f2dae1ed518ae4ad5588b6/7/1d68b5efe87388fc4e5bd20421aa6cfa/382383-e772a8b8-4c61-4f53-bbe5-0e97be15d590.JPG","382383","$979,900","$915,000","RD","Craftsman","4069 Portland Circle","Craft Farms North",,,"Gulf Shores","Gulf Shores 2","4","3","0","3340","2006","36","303"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/372927/0/120/90/25ac076d9ab8db0d62abacb8007a062a/7/81d08cb238b3158bfd017b41b3ad5a6a/372927-061b3c8e-8615-4eb9-ad46-a1d83c638299.JPG","372927","$975,000","$915,000","RD","Raised Beach","6710 Driftwood Drive","Surfside Shores",,,"Gulf Shores","Fort Morgan","4","3","1","2297","2015","250","250"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/359590/0/120/90/a292952ad32e47d2b5450bf92422362b/7/32c56e968d25e90b87a3fe9eaa855e75/359590-faeba9de-9aec-457d-a2c6-a8f316314b85.JPG","359590","$960,000","$920,000","RD","Cottage","9325 Galion Walk","Martinique on the Gulf",,,"Gulf Shores","Fort Morgan","4","3","0","3136","2003","376","398"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/361254/0/120/90/176274234c6db2108dd094fc50a2b519/7/24495f741d5ac6fdf02de55642ac47ea/361254-3aa6619a-b5fc-45fe-88dd-b22f5b5902c5.JPG","361254","$974,900","$920,000","RD","French Country","9333 Marin Way","Martinique on the Gulf",,,"Gulf Shores","Fort Morgan","4","4","0","2677","2003","318","318"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/352419/0/120/90/70b45c09bc8aac1bc5811838cbaf442f/8/d38bf09dc33393908474e17971398f15/352419.JPG","352419","$1,200,000","$925,000","RD","Mediterranean","644 Estates Drive","Craft Farms",,,"Gulf Shores","Gulf Shores 2","4","3","0","3346","2012","172","172"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/349207/0/120/90/b5b6aacf4fab6e130d83e034fc60cead/8/d87b0451ad60bba1aa905f9009008733/349207-44.JPG","349207","$1,175,000","$925,000","RD","Raised Beach","2784 W Beach Boulevard","None",,,"Gulf Shores","Gulf Shores 1","3","2","0","1564","1980","304","304"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/389709/0/120/90/116dbe322d5acf95b39d4715e991b6f1/7/4ffb21a02f8d03ad8f107061ce621ac4/389709-54b6acea-9c4c-4504-b12a-28c526dbe7c6.JPG","389709","$950,000","$930,000","RD","Raised Beach","1632 WEST BEACH Boulevard","Pass Time Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","2040","2016","42","42"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/360504/0/120/90/b4227267ac17d27269f4cc1656c74ec9/7/608807f14f83be5e374f6cf9a52bc827/360504-fa9cdd79-6571-495a-8995-f9cf7b97ca7f.JPG","360504","$930,550","$930,550","RD","Contemporary","2825 Straits Boulevard","Waterways",,,"Gulf Shores","Gulf Shores 2","3","3","1","2578","2024","217","217"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/376246/0/120/90/97867f4c7bad00bd176f7c8d62011a71/7/dafe5bd335174d846e09226abdd86e00/376246-cf933cdf-4e55-49b1-afb0-f86e47d9a08b.JPG","376246","$960,000","$935,000","RD","Raised Beach","1632 W Beach Boulevard","Pass Time Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1904","2016","29","29"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/355299/0/120/90/592d6e525913743be4959a1e4f3fd5f8/7/f3fd11c96cccead8513927c56ab58d96/355299.JPG","355299","$979,000","$935,000","RD","Raised Beach","115 W 10th Street","Lost Dunes Cottages",,,"Gulf Shores","Gulf Shores 1","4","4","0","1800","2022","173","173"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/360945/0/120/90/57ff70e63450dc7f1de93e355742fef3/7/fb481155d458c37827d86fc9f3e21e4d/360945-BABB5C27-D577-422B-BBFB-FD141EFB54F1.JPG","360945","$1,100,000","$940,000","RD","Raised Beach","547 Surfside Drive","Surfside Shores",,,"Gulf Shores","Fort Morgan","5","4","1","3209","1971","118","118"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/372390/0/120/90/17a9fdb55fd96f62ca61ea4d8dd196d1/7/5de68b220f6435f6feea663d6a8f45d4/372390-82c37374-3ebd-447f-8052-2b30cfadd3de.JPG","372390","$995,000","$945,000","RD","Contemporary","2780 Straits Boulevard","Waterways",,,"Gulf Shores","Gulf Shores 2","3","3","1","2578","2025","140","140"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/388123/0/120/90/58338f1b58d565002ad09febed4fc6d9/7/4341baa2fb7edef1a3ca819cb38ed017/388123-c86b5618-d46c-4b67-93c3-a953369bc170.JPG","388123","$949,000","$949,000","RD","Contemporary","922 Inlet Circle","Waterways",,,"Gulf Shores","Gulf Shores 2","4","4","0","2895","2025","1","1"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/370492/0/120/90/7e06baf5635a8be7e4edc60ec711846e/7/f5d3fba7646b27578d8765aa50cfcce1/370492-d94eff6c-5328-4c12-ab72-fd6c61b629be.JPG","370492","$1,100,000","$950,000","RD","Contemporary","2785 Straits Boulevard","Waterways",,,"Gulf Shores","Gulf Shores 2","3","3","1","2880","2023","212","212"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/368804/0/120/90/4cbae95f83988f4a54817fc79b478662/7/4da8f514b166160eaa4c55227ce99d42/368804-CC077D32-F6E7-4473-B4BA-78B99B566C48.JPG","368804","$1,075,000","$950,000","RD","Raised Beach","453 Cabana Beach Road","Cabana Beach",,,"Gulf Shores","Fort Morgan","3","2","0","1750","2024","28","112"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/369355/0/120/90/9b2d601d8dc435f5220f1c7d604b4a66/7/d1b1c159766d4b585a1456a10027c6d5/369355-02b2bec8-2ce4-47ca-8efa-04364689b83b.JPG","369355","$960,000","$960,000","RD","Mediterranean","278 Royal Drive","Craft Farms",,,"Gulf Shores","Gulf Shores 2","4","3","0","3866","2000","0","0"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/351915/0/120/90/1353a0901ab622f8f13fec0c233d4c0f/8/7a1cc8813c9605d930f9f7ab463f5896/351915.JPG","351915","$1,040,000","$960,000","RD","Raised Beach","1217 W Lagoon Avenue","Carl T Martin",,,"Gulf Shores","Gulf Shores 1","4","3","0","1920","2003","177","177"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/385315/0/120/90/87e8ae7c4f78cf6f3dc43f3ba60e578c/7/61f940823d2acedc2e8c266e04a0ba0e/385315-94C9D54C-23D7-4840-B248-4A2935BE6700.JPG","385315","$965,000","$965,000","RD","Raised Beach","6625 Driftwood Drive","Surfside Shores",,,"Gulf Shores","Fort Morgan","5","4","0","2120","2023","0","207"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/362566/0/120/90/e02395e9cb44e4fea66f9857cea2a850/7/af2ae8829b7af0afe921a61f926fec68/362566-99095368-ce46-4e2f-9c07-78192f347901.JPG","362566","$965,000","$965,000","RD","Traditional","14 Bayside Court","The Peninsula",,,"Gulf Shores","Gulf Shores 1","4","3","1","3410","1999","2","2"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/380363/0/120/90/cba0aace36ad09eeeb0d756ca498b77b/7/fc97c07aa181cc8fb3a9180906bbb43c/380363-2a328d3f-2fc8-417c-b4e9-3307797e13ac.JPG","380363","$995,000","$965,000","RD","Raised Beach","5453 Beach Boulevard","Ponce De Leon Court Annex",,,"Gulf Shores","Fort Morgan","4","2","0","1848","1997","52","52"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/363888/0/120/90/f161460f84bc49231135d828ff242592/7/4448bafefa19738ab752b65ff823b208/363888-6a5323ea-185f-47f9-9697-42b7b4f8961c.JPG","363888","$975,000","$965,000","RD","Mediterranean","323 Peninsula Boulevard","The Peninsula",,,"Gulf Shores","Gulf Shores 1","4","4","0","3000","2010","9","9"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/374544/0/120/90/a8a14aaf1b9c1061116346f188b4a021/7/001407304718dfe9ff1ceb965025eaa6/374544-538327c6-b2ac-47f2-acc2-e5c65a14fc7a.JPG","374544","$1,090,000","$975,000","RD","Craftsman","4055 Muirfield Court","Craft Farms North",,,"Gulf Shores","Gulf Shores 2","5","4","0","3383","2021","115","115"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/355791/0/120/90/ac04ba23666bf65fa1248b47c148bcc0/7/e2ca5ec8b650a354fead77200c0d52d2/355791.JPG","355791","$994,800","$975,000","RD","Contemporary","832 Inlet Circle","Waterways",,,"Gulf Shores","Gulf Shores 2","3","3","1","3000","2024","146","146"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/375480/0/120/90/f39dd753ac890241043e99f85c6e9668/7/a3a82ff5c037bb669e6996fdc1cfc223/375480-dc27087b-76ed-4962-8ba1-e358f0e3d1d6.JPG","375480","$1,250,000","$975,000","RD","Raised Beach","2724 W Beach Boulevard","Baldwin Beach",,,"Gulf Shores","Gulf Shores 1","3","2","1","2260","1997","120","120"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/367811/0/120/90/b8cb612f0a6a6d1e05461d390f8dcfec/7/251a5e00052d3171b6fdc8b8bfe868c3/367811-384c2485-2837-4488-b02b-4a87b6a3ba51.JPG","367811","$999,000","$975,000","RD","Raised Beach","6047 Sawgrass Circle","Morgantown",,,"Gulf Shores","Fort Morgan","5","4","0","2160","2021","65","65"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/382929/0/120/90/0ecd8a33f3dede4b52a3f3fb5caa01ad/7/fdc271a36feeb94dc2d2353e458e727c/382929-b172ffd6-8127-4bf7-bb1a-305fad13876a.JPG","382929","$999,000","$975,000","RD","Contemporary","2705 Straits Boulevard","Waterways",,,"Gulf Shores","Gulf Shores 2","3","3","1","2666","2022","3","3"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/362644/0/120/90/bf075f50494858b7be8c3917d02b44e3/7/fd881c3857df34813ab573090da32d02/362644.JPG","362644","$1,100,000","$975,000","RD","Mediterranean","306 Cypress Lake Drive","Craft Farms",,,"Gulf Shores","Gulf Shores 2","4","5","1","6298","2005","181","503"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/359633/0/120/90/f7cb23f926f7eefe33aa4c9f87f54c7c/7/10a324ed1de35df9badc32b3c318dad6/359633.JPG","359633","$950,000","$975,000","RD","Raised Beach","554 Windmill Ridge Road","Windmill Ridge Lagoon",,,"Gulf Shores","Gulf Shores 1","3","3","2","2528","1970","43","43"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/390752/0/120/90/bb803b20afa004486b65f0f186333958/7/a62b48773b6d486e7d6440f910cc356c/390752-b61c9b46-5dde-40f3-8a47-1ebaa468be88.JPG","390752","$1,000,000","$980,000","RD","Traditional","7430 Coopers Landing Road","Coopers Landing",,,"Gulf Shores","Bon Secour","5","4","1","3400","2013","66","157"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/354155/0/120/90/4558bb7d3a59695ef08901906f2b746f/7/036104b65edb5df9cc85386fba43032a/354155.JPG","354155","$1,280,000","$980,000","RD","Raised Beach","341 Boykin Court S","Boykin Court South",,,"Gulf Shores","Fort Morgan","4","3","0","1800","2003","851","851"
